race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,,MarcGAGNON,6701,CAN,2:21.221,,
0,2,6,,,NickyGOOCH,6640,GBR,2:21.332,,
0,3,4,,,FAGONEOrazio,6722,ITA,2:21.631,,
0,4,2,,,LIJiajun,7095,CHN,2:21.677,,
0,5,3,,,LEESang-Jun,7107,KOR,2:22.133,,
0,6,5,,,GOSKOWICZTony,6969,USA,2:22.973,,
1,1,2,,,CHAEJi-Hoon,6902,KOR,2:21.757,,
1,2,1,,,HOLBECHBryce,6972,CAN,2:21.829,,
1,3,4,,,SatoruTERAO,6320,JPN,2:21.936,,
1,4,3,,,MatthewJASPER,7093,GBR,2:22.974,,
1,5,6,,,NIZIELSKIRichard,6987,AUS,2:24.412,,
1,6,5,,,GABELAndy,6967,USA,2:26.033,,
2,1,1,,,FredericBLACKBURN,6753,CAN,2:24.216,,
2,2,3,,,DaveVERSTEEG,6540,NED,2:24.334,,
2,3,4,,,KIMDong-Sung,6944,KOR,2:24.458,,
2,4,6,,,MirkoVUILLERMIN,6727,ITA,2:38.954,,
2,5,5,,,SHILLINGJ.P.,6725,USA,2:44.886,,
2,DQ,2,,,StevenBRADBURY,6430,AUS,DQ,,
