race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,114,CHENGuang,8387,CHN,2:16.365,Q,
0,2,1,,160,KIMJoonChun,8399,KOR,2:16.465,Q,
0,3,4,,139,DanIWASA,8394,JPN,2:16.584,,
0,4,3,,166,DmitryMIGUNOV,7755,RUS,2:17.100,,
0,5,7,,151,ChristiaanBOKKERINK,7611,NED,2:17.170,,
0,6,5,,110,DavidGOULET,8384,CAN,2:21.374,,
0,7,6,,129,LUIPanToBarton,7551,HKG,2:22.468,,
1,2,6,,176,John-HenryKRUEGER,7763,USA,2:21.820,Q,
1,3,2,,113,CHENDequan,7918,CHN,2:22.108,,
1,4,1,,142,HirokiYOKOYAMA,7932,JPN,2:23.432,,
1,5,5,,126,MurrayCOCHRANE,7927,GBR,2:26.535,,
1,6,3,,109,YoanGAUTHIER,8383,CAN,2:42.369,,
2,1,4,,161,LEEHyoBeen,7941,KOR,2:14.546,Q,
2,2,6,,112,AlexandreSTJEAN,7916,CAN,2:14.601,Q,
2,3,1,,115,HANTianyu,8388,CHN,2:14.728,,
2,4,3,,136,DOTTITommaso,7604,ITA,2:16.943,,
2,5,2,,175,ClaudeGILBERT,8410,USA,2:18.092,,
2,6,5,,141,KeiSAITO,8068,JPN,2:20.175,,
