race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,1019,CANADA,7309,CAN,2:50.097,Q
0,2,2,,1027,ITALY,7301,ITA,2:50.408,Q
0,3,1,,1030,POLAND,7326,POL,2:50.812,
0,,4,,1024,GREATBRITAIN,7320,GBR,,
1,1,4,,1028,JAPAN,7304,JPN,2:57.011,Q
1,2,1,,1036,UNITEDSTATES,7306,USA,3:00.400,Q
1,3,3,,1032,ROMANIA,7327,ROU,3:02.882,
1,4,2,,1025,HUNGARY,7324,HUN,3:13.017,
2,1,2,,1031,KOREA,7300,KOR,2:52.988,Q
2,2,1,,1033,RUSSIA,7307,RUS,2:53.751,Q
2,4,3,,1022,FRANCE,7319,FRA,3:15.909,
2,,1,,1029,NETHERLANDS,7321,NED,,
3,1,2,,1020,CHINA,7303,CHN,2:59.179,Q
3,2,3,,1015,AUSTRALIA,7305,AUS,2:59.808,Q
3,3,4,,1023,GERMANY,7302,GER,3:03.097,
3,4,1,,1021,CZECHREPUBLIC,7325,CZE,3:06.945,
3,,4,,1026,ISRAEL,7393,ISR,,
