season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,1,1,2,,85,FERCOQQuentin,8605,FRA,1:27.980,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,1,2,5,,11,DOTTITommaso,7604,ITA,1:28.078,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,1,3,1,,201,RyanMcANUFF,9197,IRL,1:29.733,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,1,4,3,,153,LAHIMAKHAYIvan,8652,BLR,1:29.911,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,1,5,4,,121,MURPHYPeter,9269,LUX,1:31.333,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,2,1,1,,35,SITNIKOVPavel,9133,RUS,1:27.432,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,2,2,4,,122,VANHOORENRino,8721,BEL,1:27.601,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,2,3,3,,101,ANIKEJRafal,8749,POL,1:27.618,q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,2,4,5,,34,KOLENCMartin,8604,CRO,1:31.110,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,2,5,2,,49,TarikOMERAGIC,8533,BIH,1:36.220,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,3,1,4,,19,SHULGINOVAlexander,8752,RUS,1:26.690,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,3,2,1,,24,BYKANOVVladislav,6178,ISR,1:26.765,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,3,3,3,,93,ColeWilliamIsaacKRUEGER,9329,HUN,1:26.870,q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,3,4,5,,177,FurkanAKAR,9434,TUR,1:27.076,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,3,5,2,,38,SeanMcANUFF,9198,IRL,1:28.844,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,4,1,4,,3,SemenELISTRATOV,7293,RUS,1:34.662,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,4,2,3,,89,MIGUNOVDmitry,9334,FRA,1:34.842,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,4,3,1,,106,TREACYNiall,9390,GBR,1:34.882,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,4,4,5,,182,CASSINELLIAndrea,7741,ITA,1:34.961,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,4,5,2,,50,FAJKUSRadek,9335,CZE,1:36.357,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,5,1,4,,17,DESMETStijn,8706,BEL,1:29.372,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,5,2,2,,77,BREEUWSMADaan,7218,NED,1:29.448,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,5,3,3,,162,KAUFMANN-LUDWIGLeon,8391,GER,1:30.972,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,5,4,5,,43,GEORGIEVDimitar,8541,BUL,1:32.948,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,5,PEN,1,,197,SLABODNIKArtsemi,9087,BLR,PEN,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,6,1,2,,10,ShaolinSandorLIU,7928,HUN,1:30.794,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,6,2,5,,27,KRUZBERGSRoberts,9117,LAT,1:30.881,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,6,3,4,,109,ANDERMANNNico,8720,AUT,1:31.702,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,6,4,3,,113,ADAMSKIPawel,9284,POL,1:32.069,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,6,5,1,,54,DJORDJEVICJovan,9295,SRB,1:34.541,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,7,1,4,,21,LEPAPESebastien,7554,FRA,1:34.133,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,7,2,1,,56,TREACYFarrell,8392,GBR,1:34.196,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,7,3,3,,40,ReinisBERZINS,9267,LAT,1:34.379,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,7,4,5,,39,ANDERMANNDominic,8078,AUT,1:36.606,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,7,5,2,,204,ThibaultMETRAUX,9563,SUI,1:39.225,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,8,2,4,,36,HANDEIOleh,9073,UKR,1:33.311,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,8,3,5,,145,SEJPALZdenek,9336,CZE,1:34.656,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,8,4,1,,125,TunaySIMSEK,8758,TUR,notime,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,8,PEN,2,,15,LUEDTKEAdrian,9104,GER,PEN,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,9,1,1,,13,CONFORTOLAYuri,6561,ITA,1:35.824,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,9,2,4,,16,deLAATItzhak,7746,NED,1:35.911,Q,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,9,3,3,,48,AugustinGERE,9270,LUX,1:36.501,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,m,Heats,9,4,2,,124,MARTINICIvan,8700,CRO,1:37.414,,
