race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,76,ErikaLINDGREN,9210,SWE,45.684,,
0,2,5,,57,PatrycjaMARKIEWICZ,9071,POL,46.026,,
0,3,1,,69,InaLES,9423,SLO,52.614,,
0,4,3,,77,LEEChia-Yun,9429,TPE,53.093,,
0,5,4,,7,KalinaGIUROVA,9220,BUL,55.177,,
1,1,1,,16,IVANDICMaja,9233,CRO,51.217,,
1,2,2,,71,AnjaOBRADOVIC,9294,SRB,51.874,,
1,3,4,,50,NorMarissaAliaBINTIAHMADLOKMAN,9365,MAS,52.906,,
1,4,3,,49,AshleySookHuiCHIN,8631,MAS,1:03.664,,
2,1,1,,24,ROBERTSIsabelle,9322,GBR,47.317,,
2,2,2,,75,EmaZELINSKA,9296,SVK,47.385,,
2,3,3,,82,TetyanaZARVANSKA,9300,UKR,49.954,,
2,4,4,,78,WANGKuan-Ming,9430,TPE,52.903,,
3,1,1,,17,AdelaBICANOVA,9355,CZE,49.729,,
3,2,2,,74,SandraTRUSOVA,9134,SVK,49.871,,
3,3,4,,70,PetraJASIC,9293,SRB,50.316,,
3,4,3,,51,DioneShuYenTAN,9359,MAS,52.384,,
4,1,1,,68,CheyenneGOH,9291,SGP,48.477,,
4,2,2,,5,MaryiaTSIASELKINA,9219,BLR,48.522,,
4,3,4,,22,AurelieLEVEQUE,9389,FRA,48.618,,
4,4,3,,4,EleanoraSAMOILAVA,9377,BLR,48.955,,
5,1,1,,26,JACOBSGina,8607,GER,47.147,,
5,2,3,,56,MikaylaBIGGS,9280,NZL,47.431,,
5,3,2,,39,AMIRGALIYEVAAliya,9404,KAZ,47.502,,
5,4,4,,40,YanaKHAN,9405,KAZ,notime,,
6,1,1,,20,PetraVANKOVA,8705,CZE,48.377,,
6,2,3,,79,SemaCIRTI,9433,TUR,48.472,,
6,3,2,,48,CarolineMURPHY,9268,LUX,48.617,,
6,4,4,,1,KatieFABIAN,9213,AUS,49.045,,
