race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,139,PeterDARAZS,6465,HUN,42.141,Q,
0,2,3,,124,PaulHERRMANN,6803,GER,42.675,Q,
0,3,2,,156,HaraldsSILOVS,6458,LAT,1:08.987,ADV,
0,4,5,,171,BartoszKONOPKO,7169,POL,1:11.158,,
0,DQ,4,,164,KNEGTSjinkie,7352,NED,DQ,,
1,1,1,,141,ViktorKNOCH,6177,HUN,42.332,Q,
1,2,2,,123,SebastianPRAUS,6364,GER,42.416,Q,
1,3,3,,152,ClaudioRINALDI,7261,ITA,42.506,,
1,4,4,,180,ViacheslavKURGINIAN,6934,RUS,42.581,,
2,1,2,,115,ThibautFAUCONNET,6785,FRA,42.828,Q,
2,2,4,,150,CONFORTOLAYuri,6561,ITA,44.264,Q,
2,3,1,,133,TomIVESON,6898,GBR,1:09.974,,
2,DQ,3,,163,NielsKERSTHOLT,7067,NED,DQ,,
3,2,4,,140,GaborGALAMBOS,6010,HUN,42.413,Q,
3,3,1,,96,WimdeDEYNE,6699,BEL,42.647,,
3,4,3,,178,RuslanZAKHAROV,6935,RUS,43.158,,
