race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,,KIMDong-Sung,6944,KOR,2:27.825,
0,2,3,,,Francois-LouisTREMBLAY,6704,CAN,2:28.070,
0,3,4,,,LIYe,6655,CHN,2:28.152,
0,4,6,,,MaurizioCARNINO,6333,ITA,2:29.081,
0,5,5,,,TakafumiNISHITANI,6323,JPN,2:29.536,
0,6,1,,,DanielWEINSTEIN,6940,USA,2:30.877,
1,1,4,,,MarcGAGNON,6701,CAN,2:22.284,
1,3,2,,,MINRyoung,6619,KOR,2:22.778,
1,4,6,,,MarkJACKSON,6941,NZL,2:23.807,
1,5,5,,,RichardGOERLITZ,6063,AUS,2:24.546,
1,DQ,3,,,LIJiajun,7095,CHN,DQ,
2,1,7,,,BrunoLOSCOS,6643,FRA,2:17.590,
2,2,1,,,RustySMITH,6496,USA,2:17.983,
2,3,3,,,CeesJUFFERMANS,6072,NED,2:18.391,
2,4,4,,,NicolaRODIGARI,6332,ITA,2:18.412,
2,5,2,,,YugoSHINOHARA,6325,JPN,2:18.633,
2,6,5,,,DenisZASLAVSKY,6335,ISR,2:18.742,
2,7,6,,,JonathanCLEINE,6534,NZL,2:21.835,
