race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,82,MONVOISINAurelie,8556,FRA,46.223,Q
0,2,2,,101,VeraTRYBUL,9161,BLR,49.024,Q
0,3,5,,120,CeciliaBACKSTROM,8630,LUX,52.287,
0,4,4,,130,SANTOSKristen,8527,USA,notime,
0,4,3,,98,MichaelaKUNCIROVA,8552,CZE,notime,ADV
1,1,1,,69,VALCEPINAArianna,7705,ITA,45.315,Q
1,2,2,,60,AndreaKESZLER,7147,HUN,45.317,Q
1,3,5,,87,OliwiaGAWLICA,8501,POL,45.435,q
1,4,4,,79,KatherineRALSTON,7991,USA,47.537,
1,DNS,3,,52,MALAGICHEmina,7989,RUS,DNS,
2,1,2,,62,HitomiSAITO,7576,JPN,46.790,Q
2,2,3,,94,PetraVANKOVA,8705,CZE,49.377,Q
2,DNS,1,,106,YANGYang,9164,CHN,DNS,
2,PEN,4,,114,SZILICZEI-NEMETRebeka,8737,HUN,PEN,
3,1,1,,21,YuiSAKAI,6229,JPN,45.091,Q
3,2,4,,73,BACSKAISaraLuca,8609,HUN,45.172,Q
3,3,2,,119,CHOIJiHyun,7711,KOR,45.280,q
3,4,3,,71,MagdalenaWARAKOMSKA,8502,POL,45.451,
4,1,1,,19,VIVIANIElena,7583,ITA,45.577,Q
4,2,3,,100,DESMETHanne,8699,BEL,45.722,Q
4,3,2,,18,deVRIESRianne,8333,NED,45.821,
4,4,4,,102,IZAFATAVAHanna,9068,BLR,47.203,
4,5,5,,97,AshleySookHuiCHIN,8631,MAS,51.365,
