race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,191,J.R.CELSKI,7279,USA,2:21.379,Q,
0,2,3,,137,LIANGWenhao,7594,CHN,2:21.456,Q,
0,3,1,,122,PieterGYSEL,6425,BEL,2:21.511,Q,
0,4,4,,165,YuzoTAKAMIDO,7158,JPN,2:21.577,,
0,5,5,,145,JonELEY,6592,GBR,2:23.335,,
1,1,5,,171,SUNGSi-Bak,6811,KOR,2:17.104,Q,
1,2,1,,131,HAMELINCharles,6610,CAN,2:17.335,Q,
1,3,3,,175,HaraldsSILOVS,6458,LAT,2:17.926,Q,
1,4,4,,157,OLAHBence,7439,HUN,2:26.749,,
1,DQ,2,,136,HANJialiang,6168,CHN,DQ,,
2,2,3,,166,TakahiroFUJIMOTO,6277,JPN,2:20.455,Q,
2,3,1,,144,MaximeCHATAIGNIER,6106,FRA,2:20.548,Q,
2,4,4,,182,JakubJAWORSKI,6816,POL,2:21.554,,
2,5,2,,158,BYKANOVVladislav,6178,ISR,2:22.253,,
3,1,2,,172,KWAKYoon-Gy,6120,KOR,2:23.684,Q,
3,2,4,,150,PaulHERRMANN,6803,GER,2:23.993,Q,
3,3,3,,141,VojtechLOUDIN,7597,CZE,2:27.313,Q,
3,4,1,,178,NielsKERSTHOLT,7067,NED,2:44.925,ADV,
3,DQ,5,,184,SemenELISTRATOV,7293,RUS,DQ,,
4,1,5,,143,ThibautFAUCONNET,6785,FRA,2:21.771,Q,
4,2,1,,193,TravisJAYNER,6300,USA,2:21.849,Q,
4,3,3,,133,Francois-LouisTREMBLAY,6704,CAN,2:21.982,Q,
4,4,4,,183,ViacheslavKURGINIAN,6934,RUS,2:23.234,,
4,5,2,,160,CONFORTOLAYuri,6561,ITA,2:29.776,,
5,1,2,,132,FrancoisHAMELIN,6167,CAN,2:22.967,Q,
5,2,1,,163,NicolaRODIGARI,6332,ITA,2:23.032,Q,
5,3,4,,177,KNEGTSjinkie,7352,NED,2:23.149,Q,
5,4,3,,151,TysonHEUNG,6240,GER,2:23.360,,
5,5,5,,180,BlakeSKJELLERUP,6549,NZL,2:26.638,,
