race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,2,5,,11,HUOTMARCHANDTifany,7976,FRA,2:35.386,QA,
0,3,1,,18,EFREMENKOVAEkaterina,8750,RUS,2:35.599,QB,
0,4,6,,12,vanKERKHOFYara,7422,NED,2:35.987,QB,
0,5,2,,58,CeciliaMAFFEI,6559,ITA,2:36.605,,
0,6,7,,147,FILIPOVALucia,9426,SVK,2:40.204,,
0,7,4,,14,THOMSONKathryn,8465,GBR,3:04.228,,
1,1,5,,41,CHRISTIEElise,7135,GBR,2:27.895,QA,
1,2,2,,4,PROSVIRNOVASofia,8509,RUS,2:28.246,QA,
1,3,6,,31,PIERRONVeronique,6196,FRA,2:28.481,qA,
1,4,7,,26,BACSKAISaraLuca,8609,HUN,2:28.890,QB,
1,5,4,,34,MichaelaKUNCIROVA,8552,CZE,2:30.571,qB,
1,PEN,3,,10,VALCEPINAMartina,7159,ITA,PEN,,
1,PEN,1,,129,KONSTANTINOVAEkaterina,8510,RUS,PEN,,
2,1,1,,17,DESMETHanne,8699,BEL,2:30.989,QA,
2,2,7,,110,SIGHELArianna,8088,ITA,2:31.091,QA,
2,3,2,,16,vanRUIJVENLara,7710,NED,2:31.383,QB,
2,4,6,,21,PetraJASZAPATI,8611,HUN,2:31.585,QB,
2,5,5,,6,MALISZEWSKANatalia,8437,POL,2:32.583,qB,
2,6,3,,89,RUSNAKOVAPetra,9297,SVK,2:33.807,,
2,7,4,,127,MAZURNicole,8421,POL,2:34.861,,
