race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,7,,168,JeffSIMON,7280,USA,2:17.144,QA
0,2,6,YC,118,MaximeCHATAIGNIER,6106,FRA,2:17.172,QA
0,3,4,,111,LIUXianwei,6307,CHN,2:17.457,QB
0,5,3,,174,IevgenGUTENOV,7178,UKR,2:19.180,
0,6,1,,139,YumaSAKURAI,6182,JPN,2:19.496,ADV
0,PEN,5,,150,HaraldsSILOVS,6458,LAT,PEN,
1,1,4,,136,NicolaRODIGARI,6332,ITA,2:23.624,QA
1,2,1,,110,SONGWeilong,7156,CHN,2:23.756,QA
1,3,6,,145,AydarBEKZHANOV,7623,KAZ,2:24.692,QB
1,4,5,,128,AnthonyDOUGLAS,6301,GBR,2:31.471,ADV
1,5,2,,103,HAMELINCharles,6610,CAN,3:12.423,
1,PEN,3,,170,TravisJAYNER,6300,USA,PEN,
2,1,5,,104,MichaelGILDAY,6195,CAN,2:14.267,QA
2,2,6,,112,YANGJin,7650,CHN,2:14.358,QA
2,3,3,,172,RobertLAWRENCE,7626,USA,2:14.444,QB
2,4,2,,129,JackWHELBOURNE,7437,GBR,2:14.574,QB
2,5,1,,138,YuzoTAKAMIDO,7158,JPN,2:14.605,
2,6,7,,120,LEPAPESebastien,7554,FRA,2:14.892,
2,7,4,YC,142,WATANABEKeita,7605,JPN,2:17.360,
