race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,2,ShaolinSandorLIU,7928,HUN,1:26.049,Q
0,2,1,,41,BYKANOVVladislav,6178,ISR,1:26.387,Q
0,3,4,,42,TREACYFarrell,8392,GBR,1:26.905,q
0,4,2,,78,DennisVISSER,8498,NED,1:27.285,
0,PEN,5,,150,GALIAKHMETOVAdil,9260,KAZ,PEN,
1,1,1,,152,HONGKyungHwan,9190,KOR,1:25.283,Q
1,2,4,,22,DIONPascal,8999,CAN,1:25.361,Q
1,3,3,,65,BREEUWSMADaan,7218,NED,1:25.579,q
1,4,2,,11,YOSHINAGAKazuki,8745,JPN,1:26.270,
1,5,5,,104,DavutTAHTACI,8647,TUR,1:27.630,
2,1,5,,5,SemenELISTRATOV,7293,RUS,1:27.293,Q
2,2,1,,57,WATANABEKeita,7605,JPN,1:27.517,Q
2,3,2,,27,deLAATItzhak,7746,NED,1:27.543,
2,4,4,,136,AlexVARNYU,8337,HUN,1:28.216,
2,5,3,,140,GIORDANOMarco,8616,ITA,1:28.419,
3,1,4,,1,HAMELINCharles,6610,CAN,1:24.815,Q
3,2,1,,154,LEEJuneSeo,9370,KOR,1:24.889,Q
3,3,5,,32,AYRAPETYANDenis,8098,RUS,1:24.951,q
3,4,2,,19,CONFORTOLAYuri,6561,ITA,1:25.221,
3,5,3,,182,KRUZBERGSRoberts,9117,LAT,1:25.690,
4,1,2,,18,ThibautFAUCONNET,6785,FRA,1:24.463,Q
4,2,4,,55,CharleCOURNOYER,8063,CAN,1:24.643,Q
4,3,1,,23,DOTTITommaso,7604,ITA,1:25.153,q
4,4,3,,190,LIKongchao,9516,CHN,1:25.286,
4,5,5,,187,MetehanATAN,9486,TUR,notime,
5,1,1,,155,PARKJiWon,8765,KOR,1:25.625,Q
5,2,2,,80,LEPAPESebastien,7554,FRA,1:25.689,Q
5,3,3,,73,ZHAXYBAYEVMersaid,8623,KAZ,1:25.965,q
5,4,4,,70,TRANAaron,8528,USA,1:26.047,
5,5,5,,143,HirokiYOKOYAMA,7932,JPN,1:27.364,
