race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,2,4,,61,StephanieBOUVIER,6709,FRA,2:28.379,Q
0,3,3,,33,MENGXiaoxue,7185,CHN,2:28.451,
0,4,6,,67,ChristinPRIEBST,6078,GER,2:29.912,
0,5,1,,130,ValeriyaREZNIK,6573,RUS,2:29.945,
0,6,5,,115,FrancescaJACKSON,6356,NZL,2:43.232,
1,1,1,,126,NinaEVTEEVA,6511,RUS,2:24.405,Q
1,2,4,,85,MikaOZAWA,6318,JPN,2:24.640,Q
1,3,5,,133,KimberlyDERRICK,6246,USA,2:25.119,q
1,4,3,,2,Alix-MyraANDERSON,7353,AUS,2:25.864,
1,5,2,,10,DanielaIVANOVA,6303,BUL,2:26.417,
1,6,6,,114,AnoukZOUTENDIJK,6147,NED,2:27.179,
2,1,5,,39,ZHOUYang,6222,CHN,2:30.413,Q
2,2,2,,84,YukaKAMINO,6945,JPN,2:30.739,Q
2,3,4,,123,KatalinKRISTO,6514,ROU,2:31.134,
2,4,3,,68,JuliaRIEDEL,6287,GER,2:32.301,
2,5,1,,116,AgnieszkaBAWERNA,7193,POL,2:39.660,
2,DQ,6,,110,JorienterMORS,6146,NED,DQ,
3,1,5,,90,JUNGEun-Ju,6297,KOR,2:22.395,Q
3,2,2,,32,LIUQiuhong,6286,CHN,2:22.949,Q
3,3,4,,15,AmandaOVERLAND,7079,CAN,2:23.028,q
3,4,3,,121,KarolinaREGUCKA,6914,POL,2:27.258,
3,5,1,,194,CHRISTIEElise,7135,GBR,2:38.269,
4,1,6,,137,KatherineREUTTER-ADAMEK,7255,USA,2:21.899,Q
4,2,2,,40,KaterinaNOVOTNA,6647,CZE,2:22.002,Q
4,3,4,,87,BibaSAKURAI,7240,JPN,2:22.076,q
4,4,5,,14,AnneMALTAIS,6355,CAN,2:24.565,ADV
4,5,3,,105,LiesbethMAUASAM,6444,NED,2:26.656,
4,DQ,1,,4,VeronikaWINDISCH,6427,AUT,DQ,
5,1,3,,104,YANGShin-Young,7163,KOR,2:21.493,Q
5,2,6,,18,KalynaROBERGE,6284,CAN,2:21.570,Q
5,3,2,,132,AllisonBAVER,6533,USA,2:21.817,q
5,4,4,,125,OlgaBELYAKOVA,7112,RUS,2:26.661,
5,5,5,,11,GerganaPATSOVA,6794,BUL,2:27.383,
5,6,1,,62,CelineLECOMPERE,6556,FRA,2:30.791,
