race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,193,RuslanZAKHAROV,6935,RUS,2:13.713,QA
0,2,7,,118,GuillaumeBASTILLE,6166,CAN,2:13.717,QA
0,3,4,,163,WATANABEKeita,7605,JPN,2:14.219,QB
0,4,3,,206,JeffSIMON,7280,USA,2:14.450,QB
0,5,8,,121,WANGXingchun,8470,CHN,2:14.531,
0,6,6,,181,JeroenSONNEVELD,7624,NED,2:29.069,
0,7,5,,150,AlexVARNYU,8337,HUN,2:39.192,
0,PEN,1,,170,KIMByeongJun,7287,KOR,PEN,
1,1,1,,159,YuzoTAKAMIDO,7158,JPN,2:14.369,QA
1,2,3,,201,ChrisCREVELING,8440,USA,2:14.409,QA
1,3,5,,156,CONFORTOLAYuri,6561,ITA,2:14.420,QB
1,4,2,,179,KNEGTSjinkie,7352,NED,2:14.576,QB
1,5,6,,160,TakayukiMURATAKE,7442,JPN,2:14.774,
1,6,8,,117,FrancoisHAMELIN,6167,CAN,2:15.215,
1,7,4,,116,VincentCOURNOYER,7432,CAN,2:15.464,
1,8,7,,139,RichardSHOEBRIDGE,7825,GBR,2:16.632,
2,1,1,,173,SINdaWoon,8035,KOR,2:16.056,QA
2,2,7,,205,J.R.CELSKI,7279,USA,2:16.200,QA
2,3,5,,129,MaximeCHATAIGNIER,6106,FRA,2:16.989,QB
2,4,6,,147,ViktorKNOCH,6177,HUN,2:17.078,QB
2,5,8,,130,LEPAPESebastien,7554,FRA,2:17.733,
2,6,3,,151,CsabaBURJAN,7738,HUN,2:18.473,
2,7,9,,107,MaksimSIARHEYU,7771,BLR,2:20.263,
2,8,2,,136,JoshuaCHEETHAM,7925,GBR,2:21.716,
2,PEN,4,,142,PaulHERRMANN,6803,GER,PEN,
