race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,5,ShaoangLIU,8564,HUN,2:14.963,QA
0,2,1,,3,SamuelGIRARD,8600,CAN,2:15.029,QA
0,3,4,,22,BYKANOVVladislav,6178,ISR,2:15.114,QB
0,4,2,,12,SemenELISTRATOV,7293,RUS,2:15.221,QB
0,5,5,,32,ThibautFAUCONNET,6785,FRA,2:15.295,
0,6,7,,73,YOSHINAGAKazuki,8745,JPN,2:15.422,
0,7,6,,9,HANTianyu,8388,CHN,2:15.562,
1,1,7,,10,ShaolinSandorLIU,7928,HUN,2:10.553,QA
1,2,4,,8,HAMELINCharles,6610,CAN,2:10.643,QA
1,3,8,,13,J.R.CELSKI,7279,USA,2:10.937,QB
1,4,5,,75,AYRAPETYANDenis,8098,RUS,2:11.544,QB
1,5,3,,203,KRUZBERGSRoberts,9117,LAT,2:15.930,
1,6,2,,19,WATANABEKeita,7605,JPN,2:29.686,
1,7,6,,183,CsabaBURJAN,7738,HUN,2:33.434,
1,8,1,,190,PARKSeYeong,7750,KOR,notime,
2,1,7,,58,HWANGDaeHeon,9115,KOR,2:19.526,QA
2,2,2,,2,KNEGTSjinkie,7352,NED,2:19.589,QA
2,3,1,,188,KWAKYoon-Gy,6120,KOR,2:19.717,QB
2,4,5,,65,deLAATItzhak,7746,NED,2:19.858,QB
2,5,6,,15,CharleCOURNOYER,8063,CAN,2:20.257,
2,6,3,,25,NAVARROTristan,8559,FRA,2:20.789,
2,7,4,,26,JensALMEY,8595,BEL,2:21.062,
