race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,153,OlgaBELYAKOVA,7112,RUS,2:45.299,Q,
0,2,4,,154,TatianaBODOVA,7250,SVK,2:45.380,Q,
0,3,5,,125,AndreaKESZLER,7147,HUN,2:45.643,Q,
0,4,1,,140,MALISZEWSKANatalia,8437,POL,2:45.915,,
0,5,2,,159,OlenaKORINCHUK,7252,UKR,2:46.680,,
1,1,4,,117,CHRISTIEElise,7135,GBR,2:39.042,Q,
1,2,5,,152,LiaSTEPANOVA,6150,RUS,2:39.377,Q,
1,3,1,,141,PatrycjaMALISZEWSKA,6154,POL,2:39.492,Q,
1,4,3,,139,deVRIESRianne,8333,NED,2:39.733,,
1,5,2,,110,MarinaGEORGIEVA-NIKOLOVA,7097,BUL,2:43.708,,
2,2,3,,112,KaterinaNOVOTNA,6647,CZE,2:34.451,Q,
2,3,4,,138,vanKERKHOFYara,7422,NED,2:35.416,Q,
2,4,2,,156,SafiyaVLASOVA,7175,UKR,2:36.853,,
2,5,5,,107,GerganaPATSOVA,6794,BUL,2:40.141,,
3,1,4,,101,VeronikaWINDISCH,6427,AUT,2:29.260,Q,
3,2,1,,123,BernadettHEIDUM,6798,HUN,2:29.350,Q,
3,3,5,,131,CeciliaMAFFEI,6559,ITA,2:29.446,Q,
3,4,2,,136,JorienterMORS,6146,NED,2:31.596,,
3,5,3,,147,TundeBALAZS,7883,ROU,2:37.219,,
3,6,6,,113,AinaraEQUISOAIN,7790,ESP,2:39.745,,
4,1,2,,122,WALTERBianca,7232,GER,2:35.579,Q,
4,2,1,,149,TatianaBORODULINA,7483,RUS,2:35.602,Q,
4,3,3,,126,KONYAZsofia,7701,HUN,2:35.986,Q,
4,4,5,,155,RanyaEZZI,6840,SWE,2:36.632,,
4,5,6,,146,KatalinKRISTO,6514,ROU,2:37.373,,
4,DNS,4,,106,VeraANTANENKA,7099,BLR,DNS,,
5,1,4,,114,CharlotteGILMARTIN,7136,GBR,2:32.836,Q,
5,2,3,,128,VALCEPINAMartina,7159,ITA,2:32.885,Q,
5,3,2,,134,AgneSEREIKAITE,7708,LTU,2:32.970,Q,
5,4,6,,118,TinaGRASSOW,6855,GER,2:33.089,,
5,5,1,,104,TALAYEVAVolha,6792,BLR,2:34.540,,
5,6,5,,133,EvitaKRIEVANE,6833,LAT,2:35.856,,
