race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,2,1,,136,LIJinyu,9094,CHN,1:29.463,QA,
0,3,6,,128,KIMAlang,8484,KOR,1:29.555,QB,
0,4,3,,138,VALCEPINAMartina,7159,ITA,1:29.743,QB,
0,5,5,,135,BINEYMaame,9144,USA,1:30.381,,
0,6,2,,44,CharlotteGILMARTIN,7136,GBR,1:30.833,,
1,1,1,,3,SHIMSukHee,8092,KOR,1:28.343,QA,
1,2,2,,13,PROSVIRNOVASofia,8509,RUS,1:28.409,QA,
1,3,3,,21,vanKERKHOFYara,7422,NED,1:28.937,QB,
1,4,6,,27,KIKUCHISumire,7980,JPN,1:29.059,QB,
1,5,4,,24,KimBOUTIN,8542,CAN,1:29.739,,
1,6,5,,2,MarianneST-GELAIS,7216,CAN,1:29.761,,
