race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,180,SatoruTERAO,6320,JPN,1:27.696,Q
0,2,4,,191,NielsKERSTHOLT,7067,NED,1:27.768,Q
0,3,2,,158,TomIVESON,6898,GBR,1:27.924,q
0,4,3,,115,KirilPANDOV,6779,BUL,1:28.952,
1,1,2,,144,TorstenKROEGER,7141,GER,1:29.496,Q
1,2,1,,126,LIYe,6655,CHN,1:29.665,Q
1,3,3,,241,IevgenGUTENOV,7178,UKR,1:31.929,
1,DNS,4,,189,MunkhdoriGANTUMUR,7351,MGL,DNS,
2,1,2,,162,BenceBERES,7438,HUN,1:31.930,Q
2,2,1,,217,DmytroPOLTAVETS,7221,UKR,1:32.066,Q
2,3,3,,202,BartoszKONOPKO,7169,POL,1:32.757,ADV
2,DQ,4,,139,StephanePERIER,7478,FRA,DQ,
3,1,4,,204,SemenELISTRATOV,7293,RUS,1:28.650,Q
3,2,1,,192,KNEGTSjinkie,7352,NED,1:28.765,Q
3,3,3,,108,LachlanHAY,6845,AUS,1:28.810,q
3,4,2,,197,MarkJACKSON,6941,NZL,1:29.637,
4,1,2,,233,EvgeniiKOZULIN,7272,RUS,1:32.401,Q
4,2,1,,156,JonELEY,6592,GBR,1:32.656,Q
4,3,4,,113,ViktorDIMITROV,7128,BUL,1:33.889,ADV
4,DQ,3,,133,BLACKBURNMackenzie,7434,TPE,DQ,
5,1,2,,213,ViktorKOROLOV,7177,UKR,1:32.287,Q
5,2,4,,166,TamasTUTRAI,6197,HUN,1:32.772,Q
5,3,1,,146,RobertBECKER,7258,GER,1:58.901,ADV
5,DQ,3,,167,BYKANOVVladislav,6178,ISR,DQ,
6,1,2,,131,SONGWeilong,7156,CHN,1:28.841,Q
6,2,1,,160,PaulSTANLEY,7054,GBR,1:28.955,Q
6,3,4,,172,ClaudioRINALDI,7261,ITA,1:29.035,
6,4,3,,135,BenoitANTERIEUX,6193,FRA,1:29.593,
