race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,5,WUDajing,7729,CHN,41.312,Q
0,2,1,,187,PIERRE-GILLESJordan,9640,CAN,41.906,q
0,3,3,,22,TRANAaron,8528,USA,41.993,
0,4,5,,182,CASSINELLIAndrea,7741,ITA,42.014,
0,5,4,,144,KRUZBERGSKarlis,8629,LAT,42.683,
1,2,2,,191,PARKSeYeong,7750,KOR,41.198,q
1,3,4,,159,SELLIERDiane,9237,FRA,41.356,
1,4,1,,164,HAYASHIIbuki,9403,JPN,41.586,
1,5,5,,121,MURPHYPeter,9269,LUX,43.630,
2,1,3,,35,SITNIKOVPavel,9133,RUS,41.077,Q
2,2,1,,73,JIAHaidong,9229,CHN,41.176,q
2,3,5,,99,Mellevan'TWOUT,9550,NED,41.438,
2,4,2,,15,LUEDTKEAdrian,9104,GER,41.621,
2,5,4,,130,NEMIROVladyslav,8719,UKR,44.311,
3,1,1,,85,FERCOQQuentin,8605,FRA,41.353,Q
3,2,2,,176,EYBOGDaniil,8661,RUS,41.395,q
3,3,3,,70,ZHAXYBAYEVMersaid,8623,KAZ,41.801,
3,4,4,,95,JonathanSO,9442,USA,42.400,
4,1,4,,67,AZHGALIYEVAbzal,7685,KAZ,41.052,Q
4,2,1,,9,DUBOISSteven,9092,CAN,41.114,q
4,3,5,,36,HANDEIOleh,9073,UKR,42.417,
4,4,3,,114,MateuszKRZEMINSKI,9412,POL,42.815,
4,5,2,,184,AleksandrZHERMANOV,9615,BLR,notime,
5,1,1,,7,LEEJuneSeo,9370,KOR,41.045,Q
5,2,4,,175,VictorAN,8344,RUS,41.183,q
5,3,2,,132,KUCZYNSKILukasz,8712,POL,41.648,
5,4,3,,90,DavideVISCARDI,7440,ITA,42.325,
6,1,3,,169,PARKInWook,7942,KOR,41.084,Q
6,2,1,,32,HOOGERWERFDylan,8497,NED,41.186,q
6,3,2,,33,AlexVARNYU,8337,HUN,41.685,
6,4,4,,46,JUNGHyunWoo(Andy),8575,AUS,42.616,
6,5,5,,143,CHOEUnSong,9063,PRK,42.750,
7,1,2,,94,SUNLong,9454,CHN,41.578,Q
7,2,4,,16,deLAATItzhak,7746,NED,41.671,q
7,3,3,,100,SIGHELPietro,9251,ITA,41.748,
7,4,1,,190,MIYATAShogo,9460,JPN,41.858,
8,1,5,,68,BLAISCedrik,8998,CAN,41.684,Q
8,2,3,,14,KIKUCHIKota,8620,JPN,41.715,q
8,3,2,,29,GALIAKHMETOVAdil,9260,KAZ,42.076,
8,4,4,,27,KRUZBERGSRoberts,9117,LAT,42.305,
8,5,1,,189,OLAHBence,7439,HUN,42.350,
