race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,120,LEEHo-Suk,6856,KOR,43.351,Q
0,2,4,,115,JumpeiYOSHIZAWA,6577,JPN,43.885,Q
0,3,5,,101,AdamKOVACS,6337,HUN,44.019,
0,4,2,,142,MikhailRAJINE,6569,RUS,44.429,
0,5,3,,156,JPKEPKA,6501,USA,1:16.249,
1,1,2,,141,SergeyPRANKEVICH,7048,RUS,43.606,Q
1,2,5,,121,SUNGSi-Bak,6811,KOR,43.669,Q
1,3,4,,108,DenisBELLOTTI,6807,ITA,43.883,
1,4,3,,96,ThomasBAUER,7092,GER,44.095,
1,5,1,,91,GuillaumeMATHIEU,6871,FRA,44.293,
2,1,2,,83,HAMELINCharles,6610,CAN,43.470,Q
2,2,1,,113,FumihikoKAKUBARI,6024,JPN,44.020,Q
2,3,3,,155,AlexIZYKOWSKI,6627,USA,44.339,
2,4,4,,95,PaulWORTH,6802,GBR,45.708,
3,1,5,,119,KIMHyun-Kon,7101,KOR,43.789,Q
3,2,3,,82,MathieuGIROUX,6852,CAN,43.870,Q
3,3,2,,154,DerekGRAY,7050,USA,43.996,
3,4,4,,135,JURKIEWICZPrzemyslaw,6450,POL,44.280,
3,5,1,,128,ThomasMOGENDORFF,6814,NED,45.593,
