season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,1,1,5,,31,MAZURNicole,8421,POL,1:35.063,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,1,2,6,,50,MONVOISINAurelie,8556,FRA,1:35.275,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,1,3,1,,113,DANNEELAlexandra,9320,BEL,1:35.378,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,1,4,2,,35,UZAKOVAMariia-Mahdalyna,8759,UKR,1:35.489,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,1,5,4,,116,BURICKatarina,8550,CRO,1:36.696,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,1,6,3,,155,PetraJASIC,9293,SRB,1:38.173,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,2,1,5,,11,AnnaSEIDEL,8562,GER,1:40.350,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,2,2,3,,42,ASCICValentina,8603,CRO,1:41.160,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,2,3,2,,33,FILIPOVALucia,9426,SVK,1:41.237,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,2,4,4,,89,DOLGOPOLOVAMariya,8096,UKR,1:41.363,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,2,5,1,,119,TerezaPFEIFEROVA,9321,CZE,1:41.477,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,3,1,5,,96,IZAFATAVAHanna,9068,BLR,1:43.165,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,3,2,4,,76,MANOILOVAKatrin,8539,BUL,1:43.263,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,3,3,3,,34,PENCHEVAZornica,8461,BUL,1:43.426,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,3,4,2,,154,AnnaJANSONE,9542,LAT,1:43.716,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1000m,w,RankingFinals,3,WDR,1,,87,JACOBSGina,8607,GER,WDR,,
