season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,1,1,3,,2,MarianneST-GELAIS,7216,CAN,1:30.535,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,1,2,1,,5,SCHULTINGSuzanne,8493,NED,1:30.538,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,1,3,2,,6,GUOYihan,8364,CHN,1:30.818,q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,1,4,5,,24,DeannaLOCKETT,7956,AUS,1:30.921,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,1,5,4,,19,AnnaSEIDEL,8562,GER,1:31.163,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,2,1,5,,1,CHOIMinJeong,8625,KOR,1:30.258,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,2,2,3,,13,SHIMSukHee,8092,KOR,1:30.330,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,2,3,2,,51,deVRIESRianne,8333,NED,1:30.486,q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,2,4,4,,31,HUOTMARCHANDTifany,7976,FRA,1:30.600,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,2,5,1,,20,JessicaKOOREMAN,7649,USA,1:30.761,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,3,1,3,,120,KIMJiYoo,8764,KOR,1:33.319,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,3,2,5,,111,AriannaFONTANA,6227,ITA,1:33.568,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,3,3,1,,22,PIERRONVeronique,6196,FRA,1:34.381,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,3,4,4,,23,PetraJASZAPATI,8611,HUN,2:01.093,ADV,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,3,5,6,,16,HitomiSAITO,7576,JPN,2:01.135,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,3,PEN,2,,60,KONSTANTINOVAEkaterina,8510,RUS,PEN,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,4,2,3,,40,ZANGYize,8725,CHN,1:32.046,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,4,3,2,,50,PROSVIRNOVASofia,8509,RUS,1:32.560,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,4,4,5,,125,Marie-EveDROLET,6059,CAN,1:32.589,,
2016-2017,ISU World Short Track Championships 2017,1000m,w,Quarterfinals,4,5,1,,54,WALTERBianca,7232,GER,1:33.228,,
