season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,1,1,2,,105,HANTianyu,8388,CHN,1:28.357,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,1,2,1,,191,ChrisCREVELING,8440,USA,1:28.503,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,1,3,3,,145,DaisukeUEMURA,6118,JPN,1:28.589,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,1,4,4,,160,SAULITISJekabs,7267,LAT,1:29.326,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,2,1,1,,190,J.R.CELSKI,7279,USA,1:26.504,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,2,2,2,,100,FrancoisHAMELIN,6167,CAN,1:26.704,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,2,3,3,,113,ThibautFAUCONNET,6785,FRA,1:27.204,q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,2,4,4,,134,BYKANOVVladislav,6178,ISR,1:29.540,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,3,1,2,,155,KWAKYoon-Gy,6120,KOR,1:26.177,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,3,2,1,,99,HAMELINCharles,6610,CAN,1:26.311,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,3,3,3,,112,ThibaultCROLET,7920,FRA,1:27.089,q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,3,4,4,,141,TakayukiMURATAKE,7442,JPN,1:27.695,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,4,1,1,,157,NOHJinkyu,7749,KOR,1:27.186,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,4,2,3,,175,VladimirGRIGOREV,7826,RUS,1:28.042,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,4,3,4,,122,JackWHELBOURNE,7437,GBR,1:31.189,ADV
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,4,PEN,2,,136,CONFORTOLAYuri,6561,ITA,PEN,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,5,1,3,,189,KyleCARR,6134,USA,1:29.255,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,5,3,1,,101,OlivierJEAN,6756,CAN,2:04.963,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,5,PEN,4,,106,LIANGWenhao,7594,CHN,PEN,
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,6,1,1,,115,LEPAPESebastien,7554,FRA,1:28.905,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,6,2,4,,161,ChristiaanBOKKERINK,7611,NED,1:29.233,Q
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,6,3,3,,108,YUYongjun,7824,CHN,1:44.818,ADV
2012-2013,"ISU World Cup 2012/2013, Montreal (CAN)",1000m,m,Heats,6,PEN,2,,154,KIMYun-Jae,7443,KOR,PEN,
