season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,1,1,3,,15,ThibautFAUCONNET,6785,FRA,1:29.320,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,1,2,2,,31,ShaolinSandorLIU,7928,HUN,1:30.155,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,1,3,1,,41,KNEGTSjinkie,7352,NED,1:54.606,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,1,4,4,,1,NihadBASIC,7889,BIH,2:00.657,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,2,1,1,,35,CONFORTOLAYuri,6561,ITA,1:27.023,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,2,2,3,,52,VictorAN,8344,RUS,1:27.143,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,2,3,2,,23,JonELEY,6592,GBR,1:27.147,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,2,4,4,,29,ViktorKNOCH,6177,HUN,1:28.820,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,3,1,2,,53,SemenELISTRATOV,7293,RUS,1:27.020,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,3,3,4,,40,RobertoPUKITIS,7785,LAT,1:27.649,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,3,PEN,1,,36,DOTTITommaso,7604,ITA,PEN,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,4,1,2,,20,PaulSTANLEY,7054,GBR,1:28.587,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,4,2,1,,45,NielsKERSTHOLT,7067,NED,1:28.647,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,4,3,4,,25,PaulHERRMANN,6803,GER,1:28.732,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",1000m,m,Quarterfinals,4,4,3,,49,BartoszKONOPKO,7169,POL,1:29.012,,
