season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,1,1,3,,137,LIANGWenhao,7594,CHN,42.350,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,1,2,1,,183,ViacheslavKURGINIAN,6934,RUS,42.807,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,1,3,2,,179,MarkJACKSON,6941,NZL,43.074,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,1,4,4,,188,MyukerremTOP,7786,TUR,1:09.223,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,2,1,2,,151,TysonHEUNG,6240,GER,42.289,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,2,2,4,,122,PieterGYSEL,6425,BEL,43.201,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,2,3,3,,124,SiarheiYAKUSHKOU,6923,BLR,44.078,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,2,4,1,,187,SelimTANRIKULU,7760,TUR,44.339,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,3,1,3,,191,J.R.CELSKI,7279,USA,42.529,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,3,2,4,,160,CONFORTOLAYuri,6561,ITA,42.671,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,3,3,1,,185,MilosVIGAS,6132,SVK,43.481,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,3,4,2,,123,EdinBRANKOVIC,7256,BIH,43.661,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,4,1,2,,189,DmytroPOLTAVETS,7221,UKR,43.973,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,4,2,4,,157,OLAHBence,7439,HUN,44.055,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,4,3,3,,176,JanisPIUSS,7179,LAT,44.432,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,4,4,1,,143,ThibautFAUCONNET,6785,FRA,54.446,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,5,1,2,,175,HaraldsSILOVS,6458,LAT,42.021,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,5,2,4,,192,JordanMALONE,6201,USA,42.242,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,5,3,3,,126,AssenPANDOV,6778,BUL,42.770,q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,5,4,1,,165,YuzoTAKAMIDO,7158,JPN,42.809,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,6,2,2,,158,BYKANOVVladislav,6178,ISR,42.808,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,6,3,3,,127,KirilPANDOV,6779,BUL,42.959,q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,6,4,4,,169,NurbergenZHUMAGAZIYEV,7349,KAZ,43.458,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,7,1,4,,132,FrancoisHAMELIN,6167,CAN,41.675,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,7,2,2,,178,NielsKERSTHOLT,7067,NED,42.723,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,7,3,1,,121,MatthiasSTELZMUELLER,7181,AUT,45.339,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,7,4,3,,186,TSAIPing-Yuan,6583,TPE,45.836,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,8,1,3,,144,MaximeCHATAIGNIER,6106,FRA,42.955,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,8,2,4,,166,TakahiroFUJIMOTO,6277,JPN,42.969,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,8,3,2,,125,AliaksandrANTANENKA,6850,BLR,45.053,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,8,4,1,,159,AlexanderSELEZNOV,6204,ISR,46.412,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,9,1,3,,136,HANJialiang,6168,CHN,42.494,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,9,2,1,,172,KWAKYoon-Gy,6120,KOR,42.621,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,9,3,2,,180,BlakeSKJELLERUP,6549,NZL,43.277,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,10,1,4,,163,NicolaRODIGARI,6332,ITA,42.723,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,10,2,1,,150,PaulHERRMANN,6803,GER,42.925,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,10,3,3,,190,OleksiyKOSHELENKO,7121,UKR,43.854,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,10,4,2,,155,LUIPanToBarton,7551,HKG,44.052,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,11,1,2,,193,TravisJAYNER,6300,USA,42.780,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,11,2,3,,156,BenceBERES,7438,HUN,43.030,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,11,3,4,,182,JakubJAWORSKI,6816,POL,43.076,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,11,4,1,,142,AlvaroPENA,7791,ESP,49.449,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,12,1,1,,171,SUNGSi-Bak,6811,KOR,41.620,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,12,2,4,,145,JonELEY,6592,GBR,41.778,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,12,3,2,,184,SemenELISTRATOV,7293,RUS,42.411,q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,12,4,3,,167,YumaSAKURAI,6182,JPN,42.572,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,13,1,3,,133,Francois-LouisTREMBLAY,6704,CAN,41.967,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,13,2,2,,146,JackWHELBOURNE,7437,GBR,42.673,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,13,3,4,,177,KNEGTSjinkie,7352,NED,42.777,q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,13,4,1,,120,AndrePULEC,6054,AUT,43.900,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,14,1,4,,131,HAMELINCharles,6610,CAN,41.603,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,14,2,2,,168,AydarBEKZHANOV,7623,KAZ,42.620,Q,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,14,3,3,,181,BartoszKONOPKO,7169,POL,43.027,,
2009-2010,"2010 ISU World Championships, BUL, Sofia",500m,m,Preliminaries,14,4,1,,141,VojtechLOUDIN,7597,CZE,44.199,,
