season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,1,1,2,,84,Jean-FrancoisMONETTE,7096,CAN,42.976,Q,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,1,2,1,,155,ApoloAntonOHNO,6497,USA,43.025,Q,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,1,3,3,,113,NicolaRODIGARI,6332,ITA,43.096,,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,1,4,4,,108,DenisZASLAVSKY,6335,ISR,43.440,,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,2,2,4,,83,JonathanGUILMETTE,6702,CAN,43.262,Q,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,2,3,3,,95,JeanCharlesMATTEI,6057,FRA,43.708,,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,2,4,2,,70,AlexMcEWAN,6428,AUS,43.914,,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,3,1,2,,89,LIJiajun,7095,CHN,43.721,Q,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,3,2,4,,124,SONGSuk-Woo,7086,KOR,44.417,Q,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,3,3,1,,97,TomIVESON,6898,GBR,1:02.459,,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,3,4,3,,116,TakafumiNISHITANI,6323,JPN,1:11.034,,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,4,1,2,,122,LEESeung-Jae,6621,KOR,43.492,Q,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,4,2,1,,90,LIYe,6655,CHN,43.607,Q,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,4,3,3,,85,JeffSCHOLTEN,6604,CAN,43.743,,
2002-2003,"2003 World Championships, Poland",500M,m,QuarterFinals,4,4,4,,111,FabioCARTA,6001,ITA,43.746,,
