season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,1,1,3,,155,NielsKERSTHOLT,7067,NED,43.101,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,1,2,1,,116,KirilPANDOV,6779,BUL,43.318,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,1,3,2,,124,AlvaroPENA,7791,ESP,46.333,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,1,PEN,4,,140,BenceBERES,7438,HUN,PEN,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,2,1,3,,160,BartoszKONOPKO,7169,POL,43.147,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,2,2,1,,145,BYKANOVVladislav,6178,ISR,43.274,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,2,3,4,,173,MyukerremTOP,7786,TUR,46.186,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,2,4,2,,164,IstvanGALORAVECZ,7753,ROU,46.833,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,3,1,2,,156,KNEGTSjinkie,7352,NED,42.956,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,3,2,1,,148,EdoardoREGGIANI,7161,ITA,43.533,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,3,3,3,,179,DmytroPOLTAVETS,7221,UKR,43.865,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,4,1,3,,149,NicolaRODIGARI,6332,ITA,43.183,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,4,2,4,,134,JackWHELBOURNE,7437,GBR,43.204,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,4,3,2,,121,MilosAPELTAUER,7896,CZE,44.360,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,4,4,1,,163,StefanANGHEL,7891,ROU,48.399,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,5,1,3,,136,PaulHERRMANN,6803,GER,43.097,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,5,2,4,,133,PaulSTANLEY,7054,GBR,43.319,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,5,3,1,,107,MathiasVOSTE,7888,BEL,43.820,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,5,PEN,2,,102,MatthiasSTELZMUELLER,7181,AUT,PEN,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,6,1,4,,165,SemenELISTRATOV,7293,RUS,44.032,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,6,2,3,,137,TorstenKROEGER,7141,GER,44.137,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,6,3,1,,170,PeterJELEN,7077,SVK,44.273,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,6,4,2,,123,JonathanLOPEZ,7892,ESP,49.973,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,7,1,2,,151,SAULITISJekabs,7267,LAT,43.665,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,7,2,1,,104,MaartenSLEMBROUCK,7591,BEL,45.953,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,7,3,4,,101,DeclanHISCOX,7886,AUT,46.223,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,7,PEN,3,,109,EdinBRANKOVIC,7256,BIH,PEN,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,8,1,4,,157,FreekvanderWART,7269,NED,43.787,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,8,2,3,,129,JeremyMASSON,6173,FRA,44.045,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,8,3,1,,111,YauheniRYZHOU,7772,BLR,44.113,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,8,4,2,,108,NihadBASIC,7889,BIH,45.830,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,9,1,1,,138,RobertSEIFERT,6176,GER,42.659,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,9,2,2,,126,ThibautFAUCONNET,6785,FRA,42.824,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,9,3,3,,158,AdamFILIPOWICZ,6156,POL,42.883,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,10,1,2,,125,MaximeCHATAIGNIER,6106,FRA,43.752,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,10,3,3,,177,OleksiyKOSHELENKO,7121,UKR,44.563,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,10,4,1,,122,VojtechLOUDIN,7597,CZE,1:10.099,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,11,1,1,,144,OLAHBence,7439,HUN,44.245,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,11,2,3,,169,RuslanZAKHAROV,6935,RUS,44.319,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,11,3,2,,114,SiarheiYAKUSHKOU,6923,BLR,44.592,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,12,1,4,,132,RichardSHOEBRIDGE,7825,GBR,43.545,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,12,2,2,,117,AssenPANDOV,6778,BUL,43.951,Q,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,12,3,3,,172,SelimTANRIKULU,7760,TUR,44.168,,
2010-2011,"2011 ISU European Championships, NED, Heerenveen",500m,m,Preliminaries,12,PEN,1,,147,DOTTITommaso,7604,ITA,PEN,,
