season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2002 European Championships,1500M,m,SemiFinals,1,1,4,,,NicolaFRANCESCHINA,6331,ITA,2:25.746,
2001-2002,2002 European Championships,1500M,m,SemiFinals,1,2,3,,,AndreHARTWIG,6635,GER,2:26.032,
2001-2002,2002 European Championships,1500M,m,SemiFinals,1,3,1,,,SimonvanVOSSEL,7098,BEL,2:26.199,
2001-2002,2002 European Championships,1500M,m,SemiFinals,1,4,6,,,LeonFLACK,6641,GBR,2:26.670,
2001-2002,2002 European Championships,1500M,m,SemiFinals,1,5,5,,,MatusUZAK,6510,SVK,2:42.768,
2001-2002,2002 European Championships,1500M,m,SemiFinals,1,DQ,2,,,LudovicMATHIEU,6644,FRA,DQ,
2001-2002,2002 European Championships,1500M,m,SemiFinals,2,1,3,,,FabioCARTA,6001,ITA,2:20.476,
2001-2002,2002 European Championships,1500M,m,SemiFinals,2,2,4,,,GisleTVERLAND,7063,NOR,2:21.622,
2001-2002,2002 European Championships,1500M,m,SemiFinals,2,3,1,,,JarmilHRUZA,6503,CZE,2:21.761,
2001-2002,2002 European Championships,1500M,m,SemiFinals,2,4,6,,,DaveALLARDICE,6642,GBR,2:21.775,
2001-2002,2002 European Championships,1500M,m,SemiFinals,2,5,2,,,BrunoLOSCOS,6643,FRA,2:22.649,
2001-2002,2002 European Championships,1500M,m,SemiFinals,2,DQ,5,,,TCHESHUKINAnton,6896,RUS,DQ,
2001-2002,2002 European Championships,1500M,m,SemiFinals,3,1,4,,,NicolaRODIGARI,6332,ITA,2:24.492,
2001-2002,2002 European Championships,1500M,m,SemiFinals,3,2,1,,,PieterGYSEL,6425,BEL,2:25.931,
2001-2002,2002 European Championships,1500M,m,SemiFinals,3,3,3,,,HELASHolger,6506,GER,2:26.879,
2001-2002,2002 European Championships,1500M,m,SemiFinals,3,4,5,,,DaveVERSTEEG,6540,NED,2:29.714,
2001-2002,2002 European Championships,1500M,m,SemiFinals,3,5,6,,,MartinJOHANSSON,6509,SWE,2:33.003,
2001-2002,2002 European Championships,1500M,m,SemiFinals,3,DQ,2,,,GregoryDURAND,6646,FRA,DQ,
