season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,1,1,2,,150,LEEJungSu,7266,KOR,2:26.149,Q,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,1,2,6,,121,MaximeCHATAIGNIER,6106,FRA,2:26.238,Q,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,1,3,1,,111,GAOMing,7154,CHN,2:26.800,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,1,4,4,,145,JorritOOSTEN,6123,NED,2:30.050,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,1,5,5,,157,VOLIKOVArtem,7289,RUS,2:38.997,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,1,6,3,,167,JeffSIMON,7280,USA,3:04.909,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,2,2,3,,108,BEANNicholas,6128,CAN,2:21.096,Q,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,2,3,2,,131,GaborGALAMBOS,6010,HUN,2:21.957,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,2,4,6,,112,WEIJiguang,7155,CHN,2:22.144,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,2,5,4,,169,TrevorMARSICANO,7189,USA,2:22.412,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,2,6,5,,135,ClaudioRINALDI,7261,ITA,2:28.042,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,3,1,4,,132,ViktorKNOCH,6177,HUN,2:19.181,Q,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,3,2,5,,133,MarcoBERTOLDI,6180,ITA,2:19.810,Q,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,3,3,3,,110,YELiming,6219,CHN,2:20.087,ADV,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,3,4,6,,128,IanUPCOTT,7257,GBR,2:22.435,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,3,5,7,,119,OndrejSUCHY,7131,CZE,2:29.833,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,3,6,2,,152,JANGWon-Hoon,7166,KOR,3:05.279,,
2006-2007,"2007 ISU World Junior Championships, Czech Republic",1500m,m,SemiFinals,3,DQ,1,,109,MaximeFORTIN,7137,CAN,DQ,,
