season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,1,1,4,,104,MichaelGILDAY,6195,CAN,1:30.492,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,1,2,1,,170,TravisJAYNER,6300,USA,1:30.699,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,1,3,2,,124,TorstenKROEGER,7141,GER,1:31.238,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,1,4,3,,132,MatteoCOMPAGNONI,7441,ITA,1:31.427,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,2,1,1,,138,YuzoTAKAMIDO,7158,JPN,1:27.600,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,2,2,2,,155,BREEUWSMADaan,7218,NED,1:28.013,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,2,3,3,,160,DariuszKULESZA,6817,POL,1:28.372,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,2,4,4,,137,DavideVISCARDI,7440,ITA,1:31.381,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,3,1,2,,110,SONGWeilong,7156,CHN,1:29.048,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,3,2,4,,141,YuMIURA,6181,JPN,1:29.243,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,3,3,5,,173,KyleCARR,6134,USA,1:29.293,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,3,4,1,,165,VladimirGRIGOREV,7826,RUS,1:29.323,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,3,5,3,,102,TimothyDEWISPELAERE,7590,BEL,1:29.899,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,4,1,3,,118,MaximeCHATAIGNIER,6106,FRA,1:31.389,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,4,2,1,,130,RichardSHOEBRIDGE,7825,GBR,1:32.193,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,4,3,2,,144,ArturSULTANGALIYEV,6158,KAZ,1:32.680,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,4,4,4,,115,BLACKBURNMackenzie,7434,TPE,1:36.562,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,5,1,2,,139,YumaSAKURAI,6182,JPN,1:28.973,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,5,2,1,,111,LIUXianwei,6307,CHN,1:29.090,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,5,3,5,YC,162,ViacheslavKURGINIAN,6934,RUS,1:30.751,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,5,4,4,,176,OleksiyKOSHELENKO,7121,UKR,1:31.453,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,5,PEN,3,,154,FreekvanderWART,7269,NED,PEN,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,6,1,2,,171,AnthonyLOBELLO,6958,USA,1:29.346,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,6,2,4,,161,AlexanderGERTSIKOV,6570,RUS,1:29.516,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,6,3,1,,106,FrancoisHAMELIN,6167,CAN,1:29.586,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,6,4,3,,134,DOTTITommaso,7604,ITA,2:04.109,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,7,1,1,,109,LIANGWenhao,7594,CHN,1:30.289,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,7,2,3,,150,HaraldsSILOVS,6458,LAT,1:30.477,Q
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,7,3,2,,145,AydarBEKZHANOV,7623,KAZ,1:31.208,
2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",1000m,m,Heats,7,PEN,4,,152,KNEGTSjinkie,7352,NED,PEN,
