season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,1,1,3,,171,SemenELISTRATOV,7293,RUS,2:29.562,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,1,2,1,,160,NielsKERSTHOLT,7067,NED,2:29.763,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,1,3,2,,116,KirilPANDOV,6779,BUL,2:33.634,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,1,4,6,,138,JackWHELBOURNE,7437,GBR,2:51.876,ADV,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,1,5,4,,144,BenceBERES,7438,HUN,3:15.541,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,1,PEN,5,,133,JeremyMASSON,6173,FRA,PEN,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,2,1,2,,134,JonELEY,6592,GBR,2:20.382,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,2,2,4,,173,EvgeniiKOZULIN,7272,RUS,2:21.122,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,2,3,5,,153,CONFORTOLAYuri,6561,ITA,2:21.517,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,2,4,1,,162,FreekvanderWART,7269,NED,2:27.871,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,2,5,6,,150,BYKANOVVladislav,6178,ISR,3:02.953,ADV,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,2,6,3,,131,ThibautFAUCONNET,6785,FRA,3:10.990,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,3,2,6,,130,MaximeCHATAIGNIER,6106,FRA,2:17.496,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,3,3,7,,172,VladimirGRIGOREV,7826,RUS,2:17.634,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,3,4,2,,154,DOTTITommaso,7604,ITA,2:18.534,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,3,5,3,,135,RichardSHOEBRIDGE,7825,GBR,2:19.215,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,3,6,1,,142,RobertSEIFERT,6176,GER,2:19.606,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",1500m,m,Semifinals,3,7,4,,167,BartoszKONOPKO,7169,POL,2:19.782,,
