season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,1,1,4,,113,LIYe,6655,CHN,1:28.194,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,1,2,2,,107,GuillaumeBASTILLE,6166,CAN,1:28.275,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,1,3,1,,140,SatoruTERAO,6320,JPN,1:28.462,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,1,DQ,3,,168,EvgeniiKOZULIN,7272,RUS,DQ,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,2,1,3,,165,KWAKYoon-Gy,6120,KOR,1:30.334,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,2,2,1,,134,JonELEY,6592,GBR,1:30.688,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,2,3,4,,118,WANGHongYang,6084,CHN,1:31.593,ADV
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,2,DQ,2,,142,TakahiroFUJIMOTO,6277,JPN,DQ,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,3,1,1,,110,Jean-FrancoisMONETTE,7096,CAN,1:26.794,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,3,2,2,,178,CharlesRyanLEVEILLE,7122,USA,1:26.889,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,3,3,5,,135,PaulSTANLEY,7054,GBR,1:27.104,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,3,4,3,,167,AlexanderGERTSIKOV,6570,RUS,1:27.112,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,3,5,4,,132,RobertBECKER,7258,GER,1:27.649,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,4,1,2,,164,SUNGSi-Bak,6811,KOR,1:28.438,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,4,2,1,,114,SUIBaoKu,6416,CHN,1:28.585,Q
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,4,3,4,,153,FreekvanderWART,7269,NED,1:28.843,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1000m(1),m,Quarterfinals,4,4,3,,108,FrancoisHAMELIN,6167,CAN,1:39.356,
