season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,1,1,3,,45,CONFORTOLAYuri,6561,ITA,44.057,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,1,2,2,,29,DidierOLICHON-PERREAULT,6174,FRA,44.078,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,1,3,4,,15,MathieuGIROUX,6852,CAN,44.100,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,1,4,1,,48,YumaSAKURAI,6182,JPN,44.627,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,1,5,5,,37,RobertSEIFERT,6176,GER,44.874,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,2,1,3,,17,FrancoisHAMELIN,6167,CAN,43.848,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,2,2,1,,54,KWAKYoon-Gy,6120,KOR,43.963,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,2,3,2,,86,AdamFILIPOWICZ,6156,POL,44.474,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,2,4,4,,60,JorritOOSTEN,6123,NED,45.167,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,2,5,5,,36,ChristophMILZ,6175,GER,45.277,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,3,1,2,,19,CUILiang,6906,CHN,44.050,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,3,2,5,,84,JakubJAWORSKI,6816,POL,44.068,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,3,3,6,,32,OliverHORSEPOOL,6276,GBR,44.742,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,3,4,4,,49,DaisukeUEMURA,6118,JPN,44.873,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,3,5,1,,46,MarcoBERTOLDI,6180,ITA,45.622,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,3,6,3,,41,BYKANOVVladislav,6178,ISR,45.936,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,4,1,2,,16,GuillaumeBASTILLE,6166,CAN,44.544,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,4,2,1,,39,GaborGALAMBOS,6010,HUN,45.654,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,4,3,5,,31,JeremyMASSON,6173,FRA,46.346,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,4,4,4,,5,YvesdeSMET,6161,BEL,46.533,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,4,DQ,3,,53,KIMHyun-Kon,7101,KOR,DQ,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,5,1,3,,47,YuMIURA,6181,JPN,44.313,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,5,2,5,,21,ZHAOQinyu,6169,CHN,44.409,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,5,3,4,,79,KyleCARR,6134,USA,44.645,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,5,4,2,,82,BenjaminKOCH,6847,AUT,46.017,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,5,DQ,1,,40,ViktorKNOCH,6177,HUN,DQ,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,6,1,4,,44,DenisBELLOTTI,6807,ITA,44.096,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,6,2,2,,85,DariuszKULESZA,6817,POL,44.254,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,6,3,5,,81,BobbyJoeLINDSEY,6136,USA,44.945,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,6,4,3,,67,YKURGINYANVyaceslav,6127,RUS,45.366,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,6,DQ,1,,8,YAKUSHTOVSergei,6960,BLR,DQ,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,7,1,2,,33,MatthewWILSON,6928,GBR,46.228,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,7,2,1,,68,BulatVALIULLIN,6820,RUS,46.304,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,7,3,3,,38,PeterDARAZS,6465,HUN,57.928,ADV
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,7,4,5,,26,PetrHARGAS,6171,CZE,1:11.295,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,7,DQ,4,,30,MaximeCHATAIGNIER,6106,FRA,DQ,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,8,1,4,,55,LEEHo-Suk,6856,KOR,45.207,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,8,2,2,,35,PaulHERRMANN,6803,GER,45.368,Q
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,8,3,1,,59,MarcelPLEIJSTER,6122,NED,45.824,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,8,4,3,,34,PaulWORTH,6802,GBR,46.409,
2004-2005,"2005 World Juniors, Serbia and Montenegro",500M,m,Heats,8,5,5,,58,GanbatJARGALANCHULUUN,6543,MGL,50.231,
