season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,1,1,2,,124,RobertSEIFERT,6176,GER,41.894,Q,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,1,2,3,,169,SimonCHO,7188,USA,42.329,Q,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,1,3,4,,151,NOHJinkyu,7749,KOR,43.157,,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,1,4,1,,114,GONGQiuwen,7593,CHN,53.947,ADV,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,1,PEN,5,,121,ThibautFAUCONNET,6785,FRA,PEN,,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,2,1,1,,109,OlivierJEAN,6756,CAN,41.381,Q,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,2,2,3,,144,KNEGTSjinkie,7352,NED,42.410,Q,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,2,3,2,,159,SemenELISTRATOV,7293,RUS,42.560,,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,2,4,4,,138,YuzoTAKAMIDO,7158,JPN,42.668,,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,3,1,1,,108,HAMELINCharles,6610,CAN,41.290,Q,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,3,2,4,,145,NielsKERSTHOLT,7067,NED,41.548,Q,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,3,3,3,,113,LIANGWenhao,7594,CHN,57.322,ADV,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,3,PEN,2,,157,VladimirGRIGOREV,7826,RUS,PEN,,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,4,1,4,,112,GuillaumeBASTILLE,6166,CAN,42.382,Q,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,4,3,1,,171,JordanMALONE,6201,USA,43.392,ADV,
2011-2012,"2012 ISU World Championships, CHN, Shanghai",500m,m,Quarterfinals,4,PEN,2,,115,CHENDequan,7918,CHN,PEN,,
