season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,1,1,2,,98,JordanMALONE,6201,USA,2:19.381,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,1,2,1,,52,MaximeCHATAIGNIER,6106,FRA,2:19.448,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,1,3,3,,72,CONFORTOLAYuri,6561,ITA,2:19.451,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,1,4,4,,43,AlexanderMERRIMAN,6160,AUS,2:19.799,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,1,5,5,,64,TomIVESON,6898,GBR,2:21.517,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,1,6,6,,84,AlexanderGERTSIKOV,6570,RUS,2:21.660,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,2,1,1,,94,RyanBEDFORD,6956,USA,2:18.258,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,2,2,2,,87,RuslanZAKHAROV,6935,RUS,2:18.466,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,2,3,4,,71,FabioCARTA,6001,ITA,2:18.717,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,2,4,7,,41,JeremyBECK,7283,AUS,2:19.438,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,2,5,3,,76,NielsKERSTHOLT,7067,NED,2:19.516,ADV
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,2,6,5,,46,AndrePULEC,6054,AUT,2:19.519,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,2,DQ,6,,57,PaulHERRMANN,6803,GER,DQ,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,3,1,1,,48,PieterGYSEL,6425,BEL,2:14.378,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,3,2,4,,75,HaraldsSILOVS,6458,LAT,2:14.587,Q
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,3,3,5,,63,OliverHORSEPOOL,6276,GBR,2:14.798,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,3,4,2,,42,LachlanHAY,6845,AUS,2:15.802,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,3,5,3,,77,RudyKOEK,7225,NED,2:21.492,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",1500m,m,SemiFinals,3,DQ,6,,96,TravisJAYNER,6300,USA,DQ,
