season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,1,1,1,,154,YOSHINAGAKazuki,8745,JPN,1:28.294,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,1,2,4,,131,FERCOQQuentin,8605,FRA,1:28.603,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,1,3,5,,97,BrandonKIM,9303,USA,1:28.877,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,1,4,2,,175,BramSTEENAART,9278,NED,1:30.168,ADV,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,1,PEN,3,,134,CyprienVACHERON,8733,FRA,PEN,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,2,1,4,,162,PARKJangHyuk,9368,KOR,1:27.075,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,2,2,2,,151,RyutaINOUE,9256,JPN,1:27.159,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,2,3,3,,189,SITNIKOVPavel,9133,RUS,1:27.461,q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,2,4,1,,179,ANIKEJRafal,8749,POL,1:29.077,ADV,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,2,PEN,5,,187,MILOVANOVSergei,9289,RUS,PEN,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,3,2,5,,173,JasperBRUNSMANN,9122,NED,1:29.070,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,3,3,4,,186,IVLIEVKonstantin,9417,RUS,1:32.192,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,3,4,2,,133,SELLIERDiane,9237,FRA,1:32.959,ADV,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,3,YC,3,,153,ShutaMATSUZU,9257,JPN,YC,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,4,1,2,,160,LEEJuneSeo,9370,KOR,1:26.707,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,4,2,3,,174,EMONSFriso,9276,NED,1:26.981,Q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,4,3,1,,156,GALIAKHMETOVAdil,9260,KAZ,1:27.030,q,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,4,4,4,,158,SHAMUKHANOVYerkebulan,8672,KAZ,1:27.118,,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1000m,m,Quarterfinals,4,5,5,,121,AdrianRUDY,9384,CAN,1:28.584,,
