season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1,1,7,,125,TunaySIMSEK,8758,TUR,2:18.853,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1,2,5,,201,RyanMcANUFF,9197,IRL,2:18.984,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1,3,6,,153,LAHIMAKHAYIvan,8652,BLR,2:19.239,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1,4,2,,39,ANDERMANNDominic,8078,AUT,2:19.299,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1,5,1,,197,SLABODNIKArtsemi,9087,BLR,2:19.494,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1,6,4,,124,MARTINICIvan,8700,CRO,2:19.593,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,1,7,3,,54,DJORDJEVICJovan,9295,SRB,2:20.009,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,2,1,5,,40,ReinisBERZINS,9267,LAT,2:37.273,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,2,2,2,,177,FurkanAKAR,9434,TUR,2:37.382,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,2,3,4,,113,ADAMSKIPawel,9284,POL,2:37.750,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,2,4,1,,50,FAJKUSRadek,9335,CZE,2:38.892,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,2,5,3,,121,MURPHYPeter,9269,LUX,2:38.928,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,2,6,6,,43,GEORGIEVDimitar,8541,BUL,notime,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,3,1,2,,122,VANHOORENRino,8721,BEL,2:29.981,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,3,2,4,,15,LUEDTKEAdrian,9104,GER,2:30.114,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,3,3,1,,145,SEJPALZdenek,9336,CZE,2:30.688,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,3,4,3,,38,SeanMcANUFF,9198,IRL,2:32.514,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,3,5,6,,204,ThibaultMETRAUX,9563,SUI,2:33.185,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,m,RankingFinals,3,6,5,,109,ANDERMANNNico,8720,AUT,notime,,
