season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,1,1,2,,67,LIJiajun,7095,CHN,42.647,Q,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,1,2,3,,63,JonathanGUILMETTE,6702,CAN,42.765,Q,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,1,3,1,,98,TakafumiNISHITANI,6323,JPN,42.940,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,1,4,4,,117,DariuszKULESZA,6817,POL,43.901,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,2,2,4,,69,LIHaonan,6658,CHN,43.345,Q,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,2,3,2,,58,WimdeDEYNE,6699,BEL,43.356,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,2,4,1,,80,TomIVESON,6898,GBR,43.458,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,2,5,3,,93,FabioCARTA,6001,ITA,43.758,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,3,1,3,,106,SONGSuk-Woo,7086,KOR,43.662,Q,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,3,2,1,,68,LIYe,6655,CHN,43.907,Q,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,3,3,2,,74,JeanCharlesMATTEI,6057,FRA,58.272,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,3,DNF,4,,136,RustySMITH,6496,USA,DNF,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,4,1,2,,65,Jean-FrancoisMONETTE,7096,CAN,42.355,Q,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,4,2,1,,107,LEESeung-Jae,6621,KOR,42.423,Q,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,4,3,4,,135,ApoloAntonOHNO,6497,USA,42.595,,
2003-2004,"2004 World Championship, Sweden",500M,m,QuarterFinals,4,4,3,,127,MatusUZAK,6510,SVK,55.087,,
