season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,1,1,3,,29,SEJPALOVA-HRUZOVAMichaela,8553,CZE,1:40.083,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,1,2,1,,35,MariyaIZAFATAVA,8651,BLR,1:40.656,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,1,3,2,,153,LiliaDZHUSTROVA,7957,BUL,1:42.636,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,1,4,4,,80,AnjaCHONG,8064,MAS,1:44.283,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,2,1,2,,6,MALISZEWSKANatalia,8437,POL,1:46.084,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,2,2,1,,36,UZAKOVAMariia-Mahdalyna,8759,UKR,1:46.514,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,2,3,3,,81,PENCHEVAZornica,8461,BUL,1:46.577,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,2,4,4,,79,ASCICValentina,8603,CRO,1:46.704,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,3,1,2,,97,CHARLESAlyson,8722,CAN,1:39.013,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,3,2,5,,127,MAZURNicole,8421,POL,1:39.820,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,3,3,4,,76,YAKIMOVAAnna,8702,BUL,1:40.913,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,3,4,3,,33,CheyenneGOH,9291,SGP,1:41.025,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,3,5,1,,89,RUSNAKOVAPetra,9297,SVK,notime,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,4,1,2,,15,BINEYMaame,9144,USA,1:41.889,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,4,2,3,,112,HIRAIAmi,8618,JPN,1:41.991,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,4,3,1,,53,IongAKIM,9192,KAZ,1:42.096,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,4,4,5,,147,FILIPOVALucia,9426,SVK,1:42.227,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1000m,w,RankingFinals,4,5,4,,14,THOMSONKathryn,8465,GBR,notime,,
