season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,1,2,4,,10,ShaolinSandorLIU,7928,HUN,1:24.593,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,1,3,1,,18,HAMELINCharles,6610,CAN,1:24.600,ADV
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,1,4,2,,162,KAUFMANN-LUDWIGLeon,8391,GER,1:25.931,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,1,PEN,5,,187,PIERRE-GILLESJordan,9640,CAN,PEN,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,2,1,3,,171,KIMDongWook,9604,KOR,1:27.652,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,2,2,2,,24,BYKANOVVladislav,6178,ISR,1:27.846,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,2,3,6,,78,NIKISHADenis,8396,KAZ,1:27.927,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,2,4,5,,122,VANHOORENRino,8721,BEL,1:28.100,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,2,5,1,,22,TRANAaron,8528,USA,1:28.988,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,2,DNS,4,,94,SUNLong,9454,CHN,DNS,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,3,1,2,,5,WUDajing,7729,CHN,1:25.468,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,3,2,4,,23,YOSHINAGAKazuki,8745,JPN,1:25.543,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,3,3,3,,3,SemenELISTRATOV,7293,RUS,1:25.596,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,3,4,1,,35,SITNIKOVPavel,9133,RUS,1:26.111,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,3,5,6,,6,WATANABEKeita,7605,JPN,1:26.548,ADV
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,3,PEN,5,,9,DUBOISSteven,9092,CAN,PEN,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,4,1,3,,85,FERCOQQuentin,8605,FRA,1:25.073,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,4,2,2,,77,BREEUWSMADaan,7218,NED,1:25.115,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,4,3,5,,15,LUEDTKEAdrian,9104,GER,1:25.159,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,4,4,4,,158,HANTianyu,8388,CHN,1:25.587,ADV
2019-2020,ISU World Cup 2019/20 - Dresden (GER),1000m,m,Quarterfinals,4,PEN,1,,2,HWANGDaeHeon,9115,KOR,PEN,
