race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,38,SeanMcANUFF,9198,IRL,1:34.498,,
0,2,4,,49,TarikOMERAGIC,8533,BIH,1:34.528,,
0,3,6,,204,ThibaultMETRAUX,9563,SUI,1:35.016,,
0,4,2,,121,MURPHYPeter,9269,LUX,1:35.355,,
0,5,3,,54,DJORDJEVICJovan,9295,SRB,1:35.436,,
0,DNS,5,,50,FAJKUSRadek,9335,CZE,DNS,,
1,1,5,,125,TunaySIMSEK,8758,TUR,1:32.939,,
1,2,1,,113,ADAMSKIPawel,9284,POL,1:32.977,,
1,3,2,,43,GEORGIEVDimitar,8541,BUL,1:33.184,,
1,4,3,,39,ANDERMANNDominic,8078,AUT,1:33.421,,
1,5,4,,124,MARTINICIvan,8700,CRO,1:35.310,,
2,1,1,,177,FurkanAKAR,9434,TUR,1:33.832,,
2,2,4,,106,TREACYNiall,9390,GBR,1:33.881,,
2,3,3,,34,KOLENCMartin,8604,CRO,1:34.599,,
2,4,2,,153,LAHIMAKHAYIvan,8652,BLR,1:35.222,,
2,WDR,5,,48,AugustinGERE,9270,LUX,WDR,,
3,1,4,,40,ReinisBERZINS,9267,LAT,1:37.172,,
3,2,2,,162,KAUFMANN-LUDWIGLeon,8391,GER,1:37.288,,
3,3,3,,109,ANDERMANNNico,8720,AUT,1:37.874,,
3,4,1,,201,RyanMcANUFF,9197,IRL,1:38.189,,
3,PEN,5,,145,SEJPALZdenek,9336,CZE,PEN,,
